광역지자체,자치구,연월,세대수
대구,,2025-05,1108216
대구,,2025-06,1108762
대구,,2025-07,1109489
대구,,2025-08,1110321
대구,,2025-09,1111207
대구,,2025-10,1111480
대구,,2025-11,1111762
대구,,2025-12,1112508
대구,,2026-01,1113217
대구,,2026-02,1115161
대구,,2026-03,1117586
대구,,2026-04,1119078
대구,,2026-05,1121169
대구,,2026-06,1121925
대구,,2026-07,1122645
대구,,2026-08,1123265
대전,,2011-01,556329
대전,,2011-02,557532
대전,,2011-03,558301
대전,,2011-04,558930
대전,,2011-05,560058
대전,,2011-06,560935
대전,,2011-07,561419
대전,,2011-08,562159
대전,,2011-09,563285
대전,,2011-10,564638
대전,,2011-11,565439
대전,,2011-12,566324
대전,,2012-01,567349
대전,,2012-02,569064
대전,,2012-03,570007
대전,,2012-04,570860
대전,,2012-05,571755
대전,,2012-06,572411
대전,,2012-07,572926
대전,,2012-08,573311
대전,,2012-09,573847
대전,,2012-10,574436
대전,,2012-11,575014
대전,,2012-12,575600
대전,,2013-01,576298
대전,,2013-02,577469
대전,,2013-03,578317
대전,,2013-04,579119
대전,,2013-05,579989
대전,,2013-06,580723
대전,,2013-07,581470
대전,,2013-08,582064
대전,,2013-09,582711
대전,,2013-10,583581
대전,,2013-11,584215
대전,,2013-12,584877
대전,,2014-01,585415
대전,,2014-02,586973
대전,,2014-03,587986
대전,,2014-04,588803
대전,,2014-05,589333
대전,,2014-06,590008
대전,,2014-07,590759
대전,,2014-08,591457
대전,,2014-09,591975
대전,,2014-10,592431
대전,,2014-11,592500
대전,,2014-12,592508
대전,,2015-01,593049
대전,,2015-02,593926
대전,,2015-03,594388
대전,,2015-04,594606
대전,,2015-05,594811
대전,,2015-06,595216
대전,,2015-07,595692
대전,,2015-08,596046
대전,,2015-09,596471
대전,,2015-10,596840
대전,,2015-11,596962
대전,,2015-12,597008
대전,,2016-01,597529
대전,,2016-02,599010
대전,,2016-03,599751
대전,,2016-04,600185
대전,,2016-05,600754
대전,,2016-06,601356
대전,,2016-07,602065
대전,,2016-08,602899
대전,,2016-09,603565
대전,,2016-10,604251
대전,,2016-11,605178
대전,,2016-12,606137
대전,,2017-01,607090
대전,,2017-02,608763
대전,,2017-03,609447
대전,,2017-04,609963
대전,,2017-05,610436
대전,,2017-06,610915
대전,,2017-07,611746
대전,,2017-08,612740
대전,,2017-09,613372
대전,,2017-10,613864
대전,,2017-11,614201
대전,,2017-12,614639
대전,,2018-01,615642
대전,,2018-02,616462
대전,,2018-03,617219
대전,,2018-04,617757
대전,,2018-05,618339
대전,,2018-06,619181
대전,,2018-07,620418
대전,,2018-08,621746
대전,,2018-09,622579
대전,,2018-10,623363
대전,,2018-11,624296
대전,,2018-12,624965
대전,,2019-01,626103
대전,,2019-02,627893
대전,,2019-03,629084
대전,,2019-04,629623
대전,,2019-05,630429
대전,,2019-06,630835
대전,,2019-07,631528
대전,,2019-08,632274
대전,,2019-09,633284
대전,,2019-10,634132
대전,,2019-11,634605
대전,,2019-12,635343
대전,,2020-01,636203
대전,,2020-02,637726
대전,,2020-03,638921
대전,,2020-04,640500
대전,,2020-05,643220
대전,,2020-06,644764
대전,,2020-07,646211
대전,,2020-08,647818
대전,,2020-09,649552
대전,,2020-10,650636
대전,,2020-11,651488
대전,,2020-12,652783
대전,,2021-01,654078
대전,,2021-02,655842
대전,,2021-03,655196
대전,,2021-04,656007
대전,,2021-05,657087
대전,,2021-06,657781
대전,,2021-07,658831
대전,,2021-08,659978
대전,,2021-09,661948
대전,,2021-10,662615
대전,,2021-11,663621
대전,,2021-12,664417
대전,,2022-01,664804
대전,,2022-02,666643
대전,,2022-03,667934
대전,,2022-04,668599
대전,,2022-05,669589
대전,,2022-06,670279
대전,,2022-07,671127
대전,,2022-08,672491
대전,,2022-09,672212
대전,,2022-10,673098
대전,,2022-11,673163
대전,,2022-12,673429
대전,,2023-01,673759
대전,,2023-02,675760
대전,,2023-03,677326
대전,,2023-04,677706
대전,,2023-05,678666
대전,,2023-06,679151
대전,,2023-07,679611
대전,,2023-08,680337
대전,,2023-09,680653
대전,,2023-10,680363
대전,,2023-11,680226
대전,,2023-12,680261
대전,,2024-01,680459
대전,,2024-02,682238
대전,,2024-03,683954
대전,,2024-04,684540
대전,,2024-05,685330
대전,,2024-06,685633
대전,,2024-07,686053
대전,,2024-08,686895
대전,,2024-09,687909
대전,,2024-10,687677
대전,,2024-11,687794
대전,,2024-12,687757
대전,,2025-01,687941
대전,,2025-02,690964
대전,,2025-03,692001
대전,,2025-04,692420
대전,,2025-05,693055
대전,,2025-06,693571
대전,,2025-07,694868
대전,,2025-08,696342
대전,,2025-09,697288
대전,,2025-10,697280
대전,,2025-11,697604
대전,,2025-12,697348
대전,,2026-01,697608
대전,,2026-02,699675
대전,,2026-03,701764
대전,,2026-04,702687
대전,,2026-05,704056
대전,,2026-06,704570
대전,,2026-07,705303
대전,,2026-08,706437
부산,,2011-01,1371509
부산,,2011-02,1373295
부산,,2011-03,1374241
부산,,2011-04,1375107
부산,,2011-05,1376830
부산,,2011-06,1378685
부산,,2011-07,1378565
부산,,2011-08,1378849
부산,,2011-09,1379448
부산,,2011-10,1380183
부산,,2011-11,1381372
부산,,2011-12,1381257
부산,,2012-01,1381019
부산,,2012-02,1382268
부산,,2012-03,1383129
부산,,2012-04,1383742
부산,,2012-05,1383896
부산,,2012-06,1384518
부산,,2012-07,1385771
부산,,2012-08,1386827
부산,,2012-09,1387335
부산,,2012-10,1387958
부산,,2012-11,1388602
부산,,2012-12,1389526
부산,,2013-01,1390482
부산,,2013-02,1392593
부산,,2013-03,1394327
부산,,2013-04,1395693
부산,,2013-05,1396943
부산,,2013-06,1398062
부산,,2013-07,1398777
부산,,2013-08,1399919
부산,,2013-09,1401269
부산,,2013-10,1402700
부산,,2013-11,1404011
부산,,2013-12,1404663
부산,,2014-01,1405145
부산,,2014-02,1408084
부산,,2014-03,1409289
부산,,2014-04,1409861
부산,,2014-05,1410558
부산,,2014-06,1412091
부산,,2014-07,1413009
부산,,2014-08,1414444
부산,,2014-09,1416330
부산,,2014-10,1420692
부산,,2014-11,1421185
부산,,2014-12,1421648
부산,,2015-01,1422500
부산,,2015-02,1424605
부산,,2015-03,1425630
부산,,2015-04,1426601
부산,,2015-05,1428115
부산,,2015-06,1430441
부산,,2015-07,1432723
부산,,2015-08,1434025
부산,,2015-09,1434668
부산,,2015-10,1435812
부산,,2015-11,1436851
부산,,2015-12,1437818
부산,,2016-01,1438704
부산,,2016-02,1440354
부산,,2016-03,1442013
부산,,2016-04,1443215
부산,,2016-05,1444666
부산,,2016-06,1445614
부산,,2016-07,1446165
부산,,2016-08,1446943
부산,,2016-09,1447601
부산,,2016-10,1448657
부산,,2016-11,1449892
부산,,2016-12,1451270
부산,,2017-01,1452162
부산,,2017-02,1454891
부산,,2017-03,1456356
부산,,2017-04,1457360
부산,,2017-05,1459062
부산,,2017-06,1460244
부산,,2017-07,1462269
부산,,2017-08,1464626
부산,,2017-09,1466181
부산,,2017-10,1466384
부산,,2017-11,1466889
부산,,2017-12,1467555
부산,,2018-01,1468069
부산,,2018-02,1470058
부산,,2018-03,1471933
부산,,2018-04,1472729
부산,,2018-05,1473233
부산,,2018-06,1473448
부산,,2018-07,1474088
부산,,2018-08,1475668
부산,,2018-09,1477190
부산,,2018-10,1478697
부산,,2018-11,1479534
부산,,2018-12,1480468
부산,,2019-01,1481315
부산,,2019-02,1483699
부산,,2019-03,1485852
부산,,2019-04,1487469
부산,,2019-05,1489073
부산,,2019-06,1490226
부산,,2019-07,1491205
부산,,2019-08,1492645
부산,,2019-09,1494074
부산,,2019-10,1495123
부산,,2019-11,1496361
부산,,2019-12,1497908
부산,,2020-01,1499152
부산,,2020-02,1502333
부산,,2020-03,1505897
부산,,2020-04,1507504
부산,,2020-05,1511199
부산,,2020-06,1513956
부산,,2020-07,1517200
부산,,2020-08,1520321
부산,,2020-09,1523122
부산,,2020-10,1524888
부산,,2020-11,1527721
부산,,2020-12,1530431
부산,,2021-01,1532700
부산,,2021-02,1536242
부산,,2021-03,1527830
부산,,2021-04,1529794
부산,,2021-05,1532053
부산,,2021-06,1533514
부산,,2021-07,1535294
부산,,2021-08,1537395
부산,,2021-09,1540342
부산,,2021-10,1541975
부산,,2021-11,1543438
부산,,2021-12,1544663
부산,,2022-01,1546414
부산,,2022-02,1549967
부산,,2022-03,1551767
부산,,2022-04,1553032
부산,,2022-05,1555326
부산,,2022-06,1556938
부산,,2022-07,1558052
부산,,2022-08,1559462
부산,,2022-09,1555449
부산,,2022-10,1556293
부산,,2022-11,1555836
부산,,2022-12,1555867
부산,,2023-01,1556086
부산,,2023-02,1559593
부산,,2023-03,1561008
부산,,2023-04,1561666
부산,,2023-05,1562595
부산,,2023-06,1563362
부산,,2023-07,1564252
부산,,2023-08,1564900
부산,,2023-09,1565115
부산,,2023-10,1564546
부산,,2023-11,1564199
부산,,2023-12,1564588
부산,,2024-01,1564763
부산,,2024-02,1567409
부산,,2024-03,1569084
부산,,2024-04,1569293
부산,,2024-05,1569954
부산,,2024-06,1570212
부산,,2024-07,1570545
부산,,2024-08,1570760
부산,,2024-09,1570953
부산,,2024-10,1570658
부산,,2024-11,1570556
부산,,2024-12,1570403
부산,,2025-01,1569695
부산,,2025-02,1573020
부산,,2025-03,1573392
부산,,2025-04,1573173
부산,,2025-05,1573175
부산,,2025-06,1573451
부산,,2025-07,1573702
부산,,2025-08,1574235
부산,,2025-09,1574726
부산,,2025-10,1574190
부산,,2025-11,1574085
부산,,2025-12,1573996
부산,,2026-01,1573947
부산,,2026-02,1576653
부산,,2026-03,1579081
부산,,2026-04,1579995
부산,,2026-05,1581640
부산,,2026-06,1582228
부산,,2026-07,1582545
부산,,2026-08,1583256
서울,강남구,2011-01,234230
서울,강남구,2011-02,234125
서울,강남구,2011-03,233533
서울,강남구,2011-04,233382
서울,강남구,2011-05,233450
서울,강남구,2011-06,233666
서울,강남구,2011-07,233834
서울,강남구,2011-08,233860
서울,강남구,2011-09,233347
서울,강남구,2011-10,232813
서울,강남구,2011-11,232308
서울,강남구,2011-12,231983
서울,강남구,2012-01,231704
서울,강남구,2012-02,231475
서울,강남구,2012-03,231088
서울,강남구,2012-04,230849
서울,강남구,2012-05,230702
서울,강남구,2012-06,230612
서울,강남구,2012-07,230494
서울,강남구,2012-08,230463
서울,강남구,2012-09,230570
서울,강남구,2012-10,230770
서울,강남구,2012-11,230867
서울,강남구,2012-12,230755
서울,강남구,2013-01,230952
서울,강남구,2013-02,230732
서울,강남구,2013-03,230346
서울,강남구,2013-04,230135
서울,강남구,2013-05,229836
서울,강남구,2013-06,229788
서울,강남구,2013-07,229896
서울,강남구,2013-08,230210
서울,강남구,2013-09,230321
서울,강남구,2013-10,230449
서울,강남구,2013-11,230441
서울,강남구,2013-12,230645
서울,강남구,2014-01,230760
서울,강남구,2014-02,231204
서울,강남구,2014-03,231514
서울,강남구,2014-04,232068
서울,강남구,2014-05,232647
서울,강남구,2014-06,232943
서울,강남구,2014-07,233590
서울,강남구,2014-08,234675
서울,강남구,2014-09,235465
서울,강남구,2014-10,236259
서울,강남구,2014-11,236858
서울,강남구,2014-12,237375
서울,강남구,2015-01,237830
서울,강남구,2015-02,238304
서울,강남구,2015-03,237996
서울,강남구,2015-04,237628
서울,강남구,2015-05,237340
서울,강남구,2015-06,237198
서울,강남구,2015-07,237741
서울,강남구,2015-08,237841
서울,강남구,2015-09,237659
서울,강남구,2015-10,237919
서울,강남구,2015-11,237715
서울,강남구,2015-12,237373
서울,강남구,2016-01,237144
서울,강남구,2016-02,236944
서울,강남구,2016-03,236280
서울,강남구,2016-04,235910
서울,강남구,2016-05,235592
서울,강남구,2016-06,235660
서울,강남구,2016-07,235554
서울,강남구,2016-08,235508
서울,강남구,2016-09,235299
서울,강남구,2016-10,235093
서울,강남구,2016-11,234537
서울,강남구,2016-12,234080
서울,강남구,2017-01,234230
서울,강남구,2017-02,234315
서울,강남구,2017-03,234107
서울,강남구,2017-04,233932
서울,강남구,2017-05,233950
서울,강남구,2017-06,233943
서울,강남구,2017-07,233954
서울,강남구,2017-08,234031
서울,강남구,2017-09,233583
서울,강남구,2017-10,232980
서울,강남구,2017-11,232198
서울,강남구,2017-12,231612
서울,강남구,2018-01,231521
서울,강남구,2018-02,231560
서울,강남구,2018-03,231219
서울,강남구,2018-04,230540
서울,강남구,2018-05,229743
서울,강남구,2018-06,229160
서울,강남구,2018-07,228853
서울,강남구,2018-08,228938
서울,강남구,2018-09,228883
서울,강남구,2018-10,229057
서울,강남구,2018-11,228735
서울,강남구,2018-12,228775
서울,강남구,2019-01,228980
서울,강남구,2019-02,229371
서울,강남구,2019-03,229546
서울,강남구,2019-04,229930
서울,강남구,2019-05,230375
서울,강남구,2019-06,230752
서울,강남구,2019-07,231093
서울,강남구,2019-08,231631
서울,강남구,2019-09,232115
서울,강남구,2019-10,232534
서울,강남구,2019-11,232750
서울,강남구,2019-12,232981
서울,강남구,2020-01,233363
서울,강남구,2020-02,233849
서울,강남구,2020-03,233624
서울,강남구,2020-04,233363
서울,강남구,2020-05,233354
서울,강남구,2020-06,233484
서울,강남구,2020-07,233673
서울,강남구,2020-08,234024
서울,강남구,2020-09,234021
서울,강남구,2020-10,234588
서울,강남구,2020-11,234785
서울,강남구,2020-12,234872
서울,강남구,2021-01,234688
서울,강남구,2021-02,234776
서울,강남구,2021-03,233363
서울,강남구,2021-04,233203
서울,강남구,2021-05,232936
서울,강남구,2021-06,232707
서울,강남구,2021-07,232642
서울,강남구,2021-08,233815
서울,강남구,2021-09,234218
서울,강남구,2021-10,234533
서울,강남구,2021-11,234463
서울,강남구,2021-12,234233
서울,강남구,2022-01,234383
서울,강남구,2022-02,234634
서울,강남구,2022-03,234612
서울,강남구,2022-04,234607
서울,강남구,2022-05,234833
서울,강남구,2022-06,234885
서울,강남구,2022-07,235147
서울,강남구,2022-08,235409
서울,강남구,2022-09,233687
서울,강남구,2022-10,233474
서울,강남구,2022-11,233287
서울,강남구,2022-12,232777
서울,강남구,2023-01,232732
서울,강남구,2023-02,233325
서울,강남구,2023-03,234735
서울,강남구,2023-04,235708
서울,강남구,2023-05,236296
서울,강남구,2023-06,236935
서울,강남구,2023-07,237646
서울,강남구,2023-08,238500
서울,강남구,2023-09,238647
서울,강남구,2023-10,238712
서울,강남구,2023-11,238463
서울,강남구,2023-12,239775
서울,강남구,2024-01,241315
서울,강남구,2024-02,243061
서울,강남구,2024-03,243510
서울,강남구,2024-04,243741
서울,강남구,2024-05,244572
서울,강남구,2024-06,245046
서울,강남구,2024-07,245344
서울,강남구,2024-08,245932
서울,강남구,2024-09,246005
서울,강남구,2024-10,245910
서울,강남구,2024-11,245447
서울,강남구,2024-12,245094
서울,강남구,2025-01,244962
서울,강남구,2025-02,245076
서울,강남구,2025-03,245139
서울,강남구,2025-04,245008
서울,강남구,2025-05,244981
서울,강남구,2025-06,245092
서울,강남구,2025-07,245158
서울,강남구,2025-08,245444
서울,강남구,2025-09,245478
서울,강남구,2025-10,245450
서울,강남구,2025-11,245267
서울,강남구,2025-12,245264
서울,강남구,2026-01,245155
서울,강남구,2026-02,245226
서울,강남구,2026-03,244970
서울,강남구,2026-04,244787
서울,강남구,2026-05,244841
서울,강남구,2026-06,244779
서울,강남구,2026-07,244825
서울,강남구,2026-08,245029
서울,강동구,2011-01,190211
서울,강동구,2011-02,190961
서울,강동구,2011-03,191344
서울,강동구,2011-04,191447
서울,강동구,2011-05,191329
서울,강동구,2011-06,191088
서울,강동구,2011-07,190966
서울,강동구,2011-08,190883
서울,강동구,2011-09,190707
서울,강동구,2011-10,190597
서울,강동구,2011-11,190557
서울,강동구,2011-12,190392
서울,강동구,2012-01,190261
서울,강동구,2012-02,189922
서울,강동구,2012-03,189271
서울,강동구,2012-04,188789
서울,강동구,2012-05,188427
서울,강동구,2012-06,188226
서울,강동구,2012-07,188023
서울,강동구,2012-08,187925
서울,강동구,2012-09,187926
서울,강동구,2012-10,187710
서울,강동구,2012-11,187533
서울,강동구,2012-12,187490
서울,강동구,2013-01,187322
서울,강동구,2013-02,187214
서울,강동구,2013-03,187116
서울,강동구,2013-04,186957
서울,강동구,2013-05,186942
서울,강동구,2013-06,186740
서울,강동구,2013-07,186749
서울,강동구,2013-08,186792
서울,강동구,2013-09,186895
서울,강동구,2013-10,187009
서울,강동구,2013-11,187002
서울,강동구,2013-12,186764
서울,강동구,2014-01,186670
서울,강동구,2014-02,186693
서울,강동구,2014-03,186569
서울,강동구,2014-04,186462
서울,강동구,2014-05,186342
서울,강동구,2014-06,186361
서울,강동구,2014-07,186280
서울,강동구,2014-08,186179
서울,강동구,2014-09,186124
서울,강동구,2014-10,186073
서울,강동구,2014-11,185987
서울,강동구,2014-12,185905
서울,강동구,2015-01,185772
서울,강동구,2015-02,185460
서울,강동구,2015-03,184737
서울,강동구,2015-04,183844
서울,강동구,2015-05,183224
서울,강동구,2015-06,182324
서울,강동구,2015-07,181721
서울,강동구,2015-08,181383
서울,강동구,2015-09,181329
서울,강동구,2015-10,181032
서울,강동구,2015-11,180756
서울,강동구,2015-12,180508
서울,강동구,2016-01,180271
서울,강동구,2016-02,180012
서울,강동구,2016-03,179584
서울,강동구,2016-04,179298
서울,강동구,2016-05,178884
서울,강동구,2016-06,178529
서울,강동구,2016-07,178345
서울,강동구,2016-08,177943
서울,강동구,2016-09,177965
서울,강동구,2016-10,177699
서울,강동구,2016-11,177646
서울,강동구,2016-12,177460
서울,강동구,2017-01,177985
서울,강동구,2017-02,179202
서울,강동구,2017-03,179676
서울,강동구,2017-04,179956
서울,강동구,2017-05,180354
서울,강동구,2017-06,180434
서울,강동구,2017-07,180115
서울,강동구,2017-08,179668
서울,강동구,2017-09,178864
서울,강동구,2017-10,178319
서울,강동구,2017-11,177636
서울,강동구,2017-12,177407
서울,강동구,2018-01,177338
서울,강동구,2018-02,177463
서울,강동구,2018-03,177490
서울,강동구,2018-04,177587
서울,강동구,2018-05,177612
서울,강동구,2018-06,177605
서울,강동구,2018-07,177579
서울,강동구,2018-08,177595
서울,강동구,2018-09,177591
서울,강동구,2018-10,177513
서울,강동구,2018-11,177304
서울,강동구,2018-12,177247
서울,강동구,2019-01,177245
서울,강동구,2019-02,177299
서울,강동구,2019-03,177140
서울,강동구,2019-04,177156
서울,강동구,2019-05,177250
서울,강동구,2019-06,177368
서울,강동구,2019-07,178147
서울,강동구,2019-08,178706
서울,강동구,2019-09,178969
서울,강동구,2019-10,180965
서울,강동구,2019-11,182094
서울,강동구,2019-12,183390
서울,강동구,2020-01,185222
서울,강동구,2020-02,187626
서울,강동구,2020-03,190019
